vehicle_id,trip_start,trip_end,distance_km,avg_speed,max_speed,idle_time_pct
V001,2025-01-01 00:15:00,2025-01-01 00:55:00,22.279616053902892,29.706154738537187,37.11891178456688,0.1111111111111111
V001,2025-01-01 01:15:00,2025-01-01 02:30:00,52.88157513705417,39.66118135279063,47.354251735316836,0.0625
V001,2025-01-01 02:35:00,2025-01-01 02:55:00,16.121776286912723,38.692263088590536,49.26839981109802,0.2
V001,2025-01-01 03:25:00,2025-01-01 04:25:00,42.2139806633661,38.96675138156871,46.771338735144376,0.07692307692307693
V001,2025-01-01 04:35:00,2025-01-01 04:55:00,10.315828568669163,24.75798856480599,32.094447600223354,0.2
V001,2025-01-01 05:00:00,2025-01-01 05:45:00,28.18726119834512,33.82471343801414,42.259552662388046,0.1
V001,2025-01-01 06:15:00,2025-01-01 06:45:00,19.34846913687868,33.168804234649166,42.35981792028599,0.14285714285714285
V001,2025-01-01 07:15:00,2025-01-01 07:45:00,18.941426736199826,32.47101726205684,41.16123541742811,0.14285714285714285
V001,2025-01-01 07:50:00,2025-01-01 08:15:00,13.59366273506681,27.18732547013362,34.592488113817076,0.16666666666666666
V001,2025-01-01 08:20:00,2025-01-01 08:55:00,19.040356096018897,28.560534144028345,37.800049404908,0.125
V001,2025-01-01 09:15:00,2025-01-01 09:35:00,10.314297397828778,24.754313754789067,31.400405007347292,0.2
V001,2025-01-01 09:55:00,2025-01-01 10:15:00,10.926587072336034,26.22380897360648,33.917312643087946,0.2
V001,2025-01-01 10:20:00,2025-01-01 10:45:00,14.356242750601124,28.71248550120225,36.38451506789191,0.16666666666666666
V001,2025-01-01 10:50:00,2025-01-01 11:15:00,14.43744584655174,28.87489169310348,38.455148328820734,0.16666666666666666
V001,2025-01-01 12:00:00,2025-01-01 12:20:00,15.59572420345606,37.42973808829454,48.44919369967792,0.2
V001,2025-01-01 12:45:00,2025-01-01 13:20:00,25.739975654975694,38.60996348246354,47.406297045504175,0.125
V001,2025-01-01 14:05:00,2025-01-01 14:50:00,23.505754710017555,28.206905652021067,33.902082797340334,0.1
V001,2025-01-01 14:55:00,2025-01-01 15:20:00,16.600134651633393,33.200269303266786,42.80150032053152,0.16666666666666666
V001,2025-01-01 15:25:00,2025-01-01 15:45:00,14.437143444888742,34.64914426773298,45.957838354957595,0.2
V001,2025-01-01 15:50:00,2025-01-01 16:15:00,16.320774657496518,32.641549314993036,42.48362806146288,0.16666666666666666
V001,2025-01-01 16:50:00,2025-01-01 17:20:00,19.076447312694043,32.7024811074755,41.57205734639619,0.14285714285714285
V001,2025-01-01 17:30:00,2025-01-01 18:00:00,25.823490873114395,44.26884149676753,55.27658878157152,0.14285714285714285
V001,2025-01-01 18:30:00,2025-01-01 18:55:00,15.87820650318907,31.75641300637814,42.811869567263955,0.16666666666666666
V001,2025-01-01 20:00:00,2025-01-01 20:20:00,13.298044561771853,31.915306948252447,41.804697509858535,0.2
V001,2025-01-01 21:35:00,2025-01-01 22:00:00,11.991577120009838,23.983154240019676,31.42492791189484,0.16666666666666666
V001,2025-01-01 22:15:00,2025-01-01 22:35:00,10.394344132819633,24.94642591876712,35.064913429178795,0.2
V001,2025-01-01 22:45:00,2025-01-02 00:25:00,70.43340509428266,40.247660053875805,47.28531093863247,0.047619047619047616
V001,2025-01-02 00:30:00,2025-01-02 00:50:00,11.324593678435145,27.179024828244344,37.47956583825525,0.2
V001,2025-01-02 00:55:00,2025-01-02 01:30:00,13.006697857170751,19.510046785756128,26.951846806180594,0.125
V001,2025-01-02 01:35:00,2025-01-02 02:10:00,19.67031662949633,29.505474944244497,37.97993810508361,0.125
V001,2025-01-02 03:00:00,2025-01-02 03:35:00,23.508072425347336,35.262108638021004,42.35759247241509,0.125
V001,2025-01-02 03:50:00,2025-01-02 04:35:00,23.00031493691508,27.600377924298094,32.60090364859618,0.1
V001,2025-01-02 04:40:00,2025-01-02 05:25:00,28.72639634529898,34.47167561435877,42.5774498174263,0.1
V001,2025-01-02 05:30:00,2025-01-02 05:50:00,13.719872069436505,32.92769296664761,42.990289916710516,0.2
V001,2025-01-02 05:55:00,2025-01-02 06:15:00,13.424989478832039,32.21997474919689,41.25344985822564,0.2
V001,2025-01-02 06:30:00,2025-01-02 07:20:00,36.6537499994022,39.985909090256946,45.91290558635976,0.09090909090909091
V001,2025-01-02 08:10:00,2025-01-02 08:30:00,13.074882818705793,31.3797187648939,43.297589099943224,0.2
V001,2025-01-02 09:05:00,2025-01-02 09:45:00,30.21732262487929,40.289763499839054,47.834451784397665,0.1111111111111111
V001,2025-01-02 09:50:00,2025-01-02 10:10:00,16.158036801389986,38.77928832333596,50.866098350664345,0.2
V001,2025-01-02 10:35:00,2025-01-02 11:10:00,25.788374627324757,38.682561940987135,47.4723479599128,0.125
V001,2025-01-02 11:50:00,2025-01-02 12:10:00,11.825970723941484,28.38232973745956,36.98376979879801,0.2
V001,2025-01-02 12:15:00,2025-01-02 12:35:00,11.396652077809277,27.351964986742264,37.09382175533506,0.2
V001,2025-01-02 12:40:00,2025-01-02 13:00:00,9.557270115602757,22.937448277446613,29.585367276840017,0.2
V001,2025-01-02 13:35:00,2025-01-02 13:55:00,11.389145192537187,27.33394846208925,36.009528459141116,0.2
V001,2025-01-02 14:15:00,2025-01-02 14:35:00,12.878099345534904,30.90743842928377,40.95466056509368,0.2
V001,2025-01-02 15:25:00,2025-01-02 15:45:00,12.482275461847001,29.957461108432803,38.45715226338125,0.2
V001,2025-01-02 15:50:00,2025-01-02 16:20:00,16.490584841395425,28.269574013820726,35.26273471085306,0.14285714285714285
V001,2025-01-02 16:25:00,2025-01-02 16:45:00,12.072196333214372,28.973271199714492,37.27225976889847,0.2
V001,2025-01-02 17:10:00,2025-01-02 17:55:00,31.102475314274248,37.322970377129096,44.55542223488467,0.1
V001,2025-01-02 18:00:00,2025-01-02 19:00:00,49.97376236123918,46.12962679499002,58.88245976878785,0.07692307692307693
V001,2025-01-02 19:15:00,2025-01-02 20:10:00,33.974753067403704,33.974753067403704,48.02214501358,0.08333333333333333
V001,2025-01-02 20:15:00,2025-01-02 20:40:00,15.967038642483695,31.93407728496739,40.76986809116553,0.16666666666666666
V001,2025-01-02 20:45:00,2025-01-02 21:10:00,14.922393330312199,29.844786660624397,37.72206981741711,0.16666666666666666
V001,2025-01-02 21:30:00,2025-01-02 22:15:00,33.03406960655434,39.640883527865206,45.08020416264052,0.1
V001,2025-01-02 22:40:00,2025-01-02 23:10:00,19.545458230114733,33.50649982305382,41.80294634046711,0.14285714285714285
V001,2025-01-02 23:45:00,2025-01-03 00:30:00,31.459884690001317,37.75186162800158,47.74453704575293,0.1
V001,2025-01-03 00:35:00,2025-01-03 02:00:00,47.755976522142845,31.837317681428562,36.757264187932826,0.05555555555555555
V001,2025-01-03 02:20:00,2025-01-03 03:30:00,44.35254075363674,35.48203260290939,41.44964399308857,0.06666666666666667
V001,2025-01-03 04:00:00,2025-01-03 04:35:00,26.88289878294603,40.32434817441904,48.43197879284623,0.125
V001,2025-01-03 05:00:00,2025-01-03 06:10:00,42.66365857707862,34.1309268616629,40.94264100896752,0.06666666666666667
V001,2025-01-03 06:25:00,2025-01-03 08:00:00,64.85279586103604,38.91167751662162,47.103238016012234,0.05
V001,2025-01-03 08:30:00,2025-01-03 09:35:00,39.51719053510222,33.87187760151619,43.11899287651662,0.07142857142857142
V001,2025-01-03 09:40:00,2025-01-03 10:10:00,21.819636303855905,37.40509080661012,46.37486000480846,0.14285714285714285
V001,2025-01-03 10:20:00,2025-01-03 10:50:00,20.495422128050357,35.13500936237204,43.42686577641811,0.14285714285714285
V001,2025-01-03 12:00:00,2025-01-03 12:25:00,17.8013561684197,35.6027123368394,43.492264557603825,0.16666666666666666
V001,2025-01-03 12:45:00,2025-01-03 13:40:00,33.44603099889796,33.44603099889796,43.316620976597925,0.08333333333333333
V001,2025-01-03 13:45:00,2025-01-03 14:35:00,39.26073358053054,42.82989117876059,55.615419097671406,0.09090909090909091
